vid,y_GT,y_pred
7311923068002241838,0,0
7309614048113446187,0,0
7314114536334691626,1,1
7308427398716951839,1,1
7319330487401565483,1,1
7304286977724091681,0,0
7323352029391359275,0,0
7319380141342330144,1,1
7304644145694526728,0,0
7317818449269427499,0,0
7318035067664747808,0,0
7309550352146107679,0,0
7319518861307710766,1,0
7308857859389852959,0,0
7312962238552263967,1,0
7302107778175208750,0,0
7309480591148289322,0,0
7316729957563125000,1,1
7314736925426994450,0,0
7306195387113671979,1,1
7318648534306164010,1,1
7296988865544473898,0,0
7308723852954144042,0,0
7308558014225698091,0,0
7298719375799078190,0,0
7304864865527680299,0,0
7303552612543073541,0,0
7318895964087979310,1,1
7314454189474663712,1,1
7293268881580379434,1,1
7324421231204125998,0,0
7320022155671162158,0,1
7314036333129895199,1,1
7308731191580953886,0,1
7298644902554897697,1,1
7292026434317454593,0,0
7314118380435377451,1,1
7293972104213581098,1,1
7292139399515606318,1,1
7314902619800014111,1,1
7315590719257873710,1,1
7297769070412188970,1,1
7303643970431700267,0,0
